ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
227400_at	8.39e-07	1.6e-07	5.68	6.462204	0.832	NFIX	nuclear factor I X	NFIX	nuclear factor I X	FALSE
209239_at	0.0115	0.00478	2.89	-3.410226	0.41	NFKB1	nuclear factor kappa B subunit 1	NFKB1	nuclear factor kappa B subunit 1	FALSE
207535_s_at	0.00695	0.00275	3.08	-2.899596	0.375	NFKB2	nuclear factor kappa B subunit 2	NFKB2	nuclear factor kappa B subunit 2	FALSE
201502_s_at	3.34e-14	1.89e-15	9.58	24.504213	1.23	NFKBIA	NFKB inhibitor alpha	NFKBIA	NFKB inhibitor alpha	FALSE
214062_x_at	0.123	0.07	-1.83	-5.778539	-0.118	NFKBIB	NFKB inhibitor beta	NFKBIB	NFKB inhibitor beta	FALSE
230052_s_at	2.99e-16	1.18e-17	10.6	29.552151	1.47	NFKBID	NFKB inhibitor delta	NFKBID	NFKB inhibitor delta	FALSE
203927_at	0.958	0.938	0.0776	-7.438493	0.0107	NFKBIE	NFKB inhibitor epsilon	NFKBIE	NFKB inhibitor epsilon	FALSE
209973_at	0.0255	0.0116	-2.58	-4.217107	-0.161	NFKBIL1	NFKB inhibitor like 1	NFKBIL1	NFKB inhibitor like 1	FALSE
223218_s_at	1.45e-15	6.49e-17	10.3	27.853411	1.94	NFKBIZ	NFKB inhibitor zeta	NFKBIZ	NFKB inhibitor zeta	FALSE
206968_s_at	1.13e-05	2.6e-06	-5.01	3.742733	-0.478	NFRKB	nuclear factor related to kappaB binding protein	NFRKB	nuclear factor related to kappaB binding protein	FALSE
1554321_a_at	6.38e-11	6.27e-12	-7.89	16.457962	-0.938	NFS1	NFS1 cysteine desulfurase	NFS1	NFS1 cysteine desulfurase	FALSE
218946_at	0.0653	0.0337	2.16	-5.156077	0.177	NFU1	NFU1 iron-sulfur cluster scaffold	NFU1	NFU1 iron-sulfur cluster scaffold	FALSE
202584_at	4.71e-07	8.63e-08	5.82	7.065397	0.541	NFX1	nuclear transcription factor, X-box binding 1	NFX1	nuclear transcription factor, X-box binding 1	FALSE
227220_at	9.48e-07	1.82e-07	-5.65	6.334746	-0.62	NFXL1	nuclear transcription factor, X-box binding like 1	NFXL1	nuclear transcription factor, X-box binding like 1	FALSE
204107_at	2.34e-09	2.94e-10	-7.08	12.655039	-0.626	NFYA	nuclear transcription factor Y subunit alpha	NFYA	nuclear transcription factor Y subunit alpha	FALSE
218128_at	3.92e-08	6.01e-09	6.42	9.679827	0.517	NFYB	nuclear transcription factor Y subunit beta	NFYB	nuclear transcription factor Y subunit beta	FALSE
211797_s_at	0.000807	0.000261	-3.8	-0.692278	-0.429	NFYC	nuclear transcription factor Y subunit gamma	NFYC	nuclear transcription factor Y subunit gamma	FALSE
1558782_a_at	0.933	0.901	-0.124	-7.433749	-0.00497	NFYC-AS1	NFYC antisense RNA 1	NFYC-AS1	NFYC antisense RNA 1	FALSE
236677_at	0.0011	0.000367	-3.7	-1.014488	-0.202	NGB	neuroglobin	NGB	neuroglobin	FALSE
216263_s_at	7.39e-06	1.65e-06	5.13	4.183521	0.196	NGDN	neuroguidin	NGDN	neuroguidin	FALSE
227240_at	1.8e-17	5.71e-19	-11.3	32.564103	-1.48	NGEF	neuronal guanine nucleotide exchange factor	NGEF	neuronal guanine nucleotide exchange factor	FALSE
206814_at	0.208	0.13	-1.53	-6.279722	-0.12	NGF	nerve growth factor	NGF	nerve growth factor	FALSE
205858_at	0.00042	0.000129	-4	-0.017995	-0.377	NGFR	nerve growth factor receptor	NGFR	nerve growth factor receptor	FALSE
207492_at	2.1e-05	5.08e-06	4.85	3.093199	0.392	NGLY1	N-glycanase 1	NGLY1	N-glycanase 1	FALSE
224281_s_at	0.000155	4.39e-05	-4.29	1.011799	-0.446	NGRN	neugrin, neurite outgrowth associated	NGRN	neugrin, neurite outgrowth associated	FALSE
1568974_at	0.877	0.822	-0.226	-7.415799	-0.00671	NHEG1	neuroblastoma highly expressed 1	NHEG1	neuroblastoma highly expressed DDX5 stabilizing lncRNA 1	FALSE
214628_at	0.421	0.308	1.03	-6.91471	0.0425	NHLH1	nescient helix-loop-helix 1	NHLH1	nescient helix-loop-helix 1	FALSE
214497_s_at	0.00788	0.00315	-3.03	-3.026183	-0.133	NHLH2	nescient helix-loop-helix 2	NHLH2	nescient helix-loop-helix 2	FALSE
219353_at	5.63e-09	7.53e-10	6.87	11.726527	0.657	NHLRC2	NHL repeat containing 2	NHLRC2	NHL repeat containing 2	FALSE
227040_at	9.18e-09	1.27e-09	6.76	11.212604	0.847	NHLRC3	NHL repeat containing 3	NHLRC3	NHL repeat containing 3	FALSE
1558431_at	0.208	0.129	1.53	-6.277275	0.0981	NHLRC4	NHL repeat containing 4	NHLRC4	NHL repeat containing 4	FALSE
209104_s_at	1.47e-06	2.91e-07	-5.54	5.875684	-0.459	NHP2	NHP2 ribonucleoprotein	NHP2	NHP2 ribonucleoprotein	FALSE
228933_at	1.46e-11	1.29e-12	-8.22	18.023041	-1.4	NHS	NHS actin remodeling regulator	NHS	NHS actin remodeling regulator	FALSE
226490_at	2.03e-10	2.16e-11	7.63	15.232157	1.3	NHSL1	NHS like 1	NHSL1	NHS like 1	FALSE
227618_at	1.74e-10	1.83e-11	7.67	15.396492	1.04	NHSL2	NHS like 2	NHSL2	NHS like 2	FALSE
223442_at	9.08e-17	3.27e-18	10.9	30.828181	0.827	NICN1	nicolin 1	NICN1	nicolin 1, tubulin polyglutamylase complex subunit	FALSE
202007_at	0.0163	0.00705	-2.76	-3.764358	-0.582	NID1	nidogen 1	NID1	nidogen 1	FALSE
204114_at	0.000382	0.000116	-4.03	0.079444	-0.817	NID2	nidogen 2	NID2	nidogen 2	FALSE
218133_s_at	3.25e-13	2.19e-14	-9.07	22.068205	-0.856	NIF3L1	NGG1 interacting factor 3 like 1	NIF3L1	NGG1 interacting factor 3 like 1	FALSE
224714_at	2.02e-10	2.16e-11	-7.63	15.234491	-0.737	NIFK	nucleolar protein interacting with the FHA domain of MKI67	NIFK	nucleolar protein interacting with the FHA domain of MKI67	FALSE
235132_at	0.000575	0.000181	3.9	-0.342163	0.435	NIFK-AS1	NIFK antisense RNA 1	NIFK-AS1	NIFK antisense RNA 1	FALSE
230864_at	2.16e-05	5.24e-06	4.84	3.062868	0.607	NIM1K	NIM1 serine/threonine protein kinase	NIM1K	NIM1 serine/threonine protein kinase	FALSE
224304_x_at	3.93e-12	3.18e-13	-8.52	19.413206	-0.81	NIN	ninein	NIN	ninein	FALSE
203045_at	0.00217	0.000764	3.48	-1.706052	0.401	NINJ1	ninjurin 1	NINJ1	ninjurin 1	FALSE
219594_at	2.99e-10	3.26e-11	7.55	14.826274	1.67	NINJ2	ninjurin 2	NINJ2	ninjurin 2	FALSE
207705_s_at	0.198	0.122	-1.56	-6.230631	-0.163	NINL	ninein like	NINL	ninein like	FALSE
223397_s_at	2.1e-06	4.27e-07	-5.45	5.501505	-0.567	NIP7	NIP7, nucleolar pre-rRNA processing protein	NIP7	nucleolar pre-rRNA processing protein NIP7	FALSE
225752_at	0.000357	0.000108	-4.05	0.150462	-0.483	NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1	NIPA1	NIPA magnesium transporter 1	FALSE
212129_at	5e-06	1.09e-06	-5.23	4.591704	-0.289	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	NIPA2	NIPA magnesium transporter 2	FALSE
220128_s_at	0.0276	0.0127	-2.54	-4.298151	-0.197	NIPAL2	NIPA like domain containing 2	NIPAL2	NIPA like domain containing 2	FALSE
225876_at	4.59e-12	3.77e-13	8.48	19.245605	0.816	NIPAL3	NIPA like domain containing 3	NIPAL3	NIPA like domain containing 3	FALSE
230188_at	0.000138	3.88e-05	-4.33	1.129827	-0.738	NIPAL4	NIPA like domain containing 4	NIPAL4	NIPA like domain containing 4	FALSE
207108_s_at	1.03e-07	1.69e-08	-6.19	8.663921	-0.861	NIPBL	NIPBL, cohesin loading factor	NIPBL	NIPBL cohesin loading factor	FALSE
201708_s_at	2.92e-21	4.71e-23	-13.3	41.925138	-1.49	NIPSNAP1	nipsnap homolog 1 (C. elegans)	NIPSNAP1	nipsnap homolog 1	FALSE
224436_s_at	3.62e-18	1.01e-19	11.6	34.292144	1.14	NIPSNAP3A	nipsnap homolog 3A	NIPSNAP3A	nipsnap homolog 3A	FALSE
223764_x_at	6.56e-09	8.87e-10	6.84	11.565102	0.314	NIPSNAP3B	nipsnap homolog 3B	NIPSNAP3B	nipsnap homolog 3B	FALSE
201591_s_at	1.49e-11	1.32e-12	8.22	18.003101	0.728	NISCH	nischarin	NISCH	nischarin	FALSE
241395_at	2.02e-12	1.56e-13	8.66	20.116817	0.745	NIT1	nitrilase 1	NIT1	nitrilase 1	FALSE
218557_at	1.03e-10	1.04e-11	-7.79	15.953501	-0.755	NIT2	nitrilase family member 2	NIT2	nitrilase family member 2	FALSE
219438_at	0.0138	0.00584	-2.82	-3.59297	-0.271	NKAIN1	Na+/K+ transporting ATPase interacting 1	NKAIN1	sodium/potassium transporting ATPase interacting 1	FALSE
242002_at	2.71e-06	5.62e-07	-5.38	5.232744	-1.16	NKAIN2	Na+/K+ transporting ATPase interacting 2	NKAIN2	sodium/potassium transporting ATPase interacting 2	FALSE
1553241_at	0.75	0.66	0.441	-7.343467	0.017	NKAIN3	Na+/K+ transporting ATPase interacting 3	NKAIN3	sodium/potassium transporting ATPase interacting 3	FALSE
228018_at	0.0301	0.014	-2.51	-4.383544	-0.151	NKAIN4	Na+/K+ transporting ATPase interacting 4	NKAIN4	sodium/potassium transporting ATPase interacting 4	FALSE
223439_at	0.0248	0.0113	-2.59	-4.19032	-0.221	NKAP	NFKB activating protein	NKAP	NFKB activating protein	FALSE
229340_at	1.96e-09	2.44e-10	7.12	12.839964	0.372	NKAPL	NFKB activating protein like	NKAPL	NFKB activating protein like	FALSE
236493_at	0.534	0.418	0.814	-7.109144	0.0428	NKAPP1	NFKB activating protein pseudogene 1	NKAPP1	NFKB activating protein pseudogene 1	FALSE
232203_at	1.75e-11	1.56e-12	8.18	17.83452	0.752	NKD1	naked cuticle homolog 1	NKD1	NKD inhibitor of WNT signaling pathway 1	FALSE
232201_at	8.07e-09	1.11e-09	6.79	11.347545	0.784	NKD2	naked cuticle homolog 2	NKD2	NKD inhibitor of WNT signaling pathway 2	FALSE
213915_at	8.37e-14	5.07e-15	9.37	23.521815	1.73	NKG7	natural killer cell granule protein 7	NKG7	natural killer cell granule protein 7	FALSE
225930_at	0.00329	0.00121	3.34	-2.134975	0.305	NKIRAS1	NFKB inhibitor interacting Ras like 1	NKIRAS1	NFKB inhibitor interacting Ras like 1	FALSE
222105_s_at	1.21e-11	1.06e-12	-8.27	18.219949	-0.619	NKIRAS2	NFKB inhibitor interacting Ras like 2	NKIRAS2	NFKB inhibitor interacting Ras like 2	FALSE
1560430_at	0.0935	0.0507	-1.98	-5.508458	-0.107	NKPD1	NTPase, KAP family P-loop domain containing 1	NKPD1	NTPase KAP family P-loop domain containing 1	FALSE
205004_at	1.08e-07	1.78e-08	-6.18	8.611257	-0.507	NKRF	NFKB repressing factor	NKRF	NFKB repressing factor	FALSE
202380_s_at	1.63e-12	1.23e-13	8.71	20.351968	0.838	NKTR	natural killer cell triggering receptor	NKTR	natural killer cell triggering receptor	FALSE
1565537_at	0.135	0.0778	-1.78	-5.865769	-0.111	NKX1-1	NK1 homeobox 1	NKX1-1	NK1 homeobox 1	FALSE
211024_s_at	1.97e-11	1.78e-12	8.16	17.703046	2.53	NKX2-1	NK2 homeobox 1	NKX2-1	NK2 homeobox 1	FALSE
236579_at	0.0512	0.0255	2.27	-4.914801	0.284	NKX2-1-AS1	NKX2-1 antisense RNA 1	NKX2-1-AS1	NKX2-1 antisense RNA 1	FALSE
206915_at	0.0607	0.031	-2.19	-5.085184	-0.338	NKX2-2	NK2 homeobox 2	NKX2-2	NK2 homeobox 2	FALSE
1553808_a_at	0.053	0.0266	-2.25	-4.950737	-0.114	NKX2-3	NK2 homeobox 3	NKX2-3	NK2 homeobox 3	FALSE
206578_at	0.000628	0.000199	-3.88	-0.432944	-0.321	NKX2-5	NK2 homeobox 5	NKX2-5	NK2 homeobox 5	FALSE
207451_at	0.608	0.496	0.683	-7.206792	0.0452	NKX2-8	NK2 homeobox 8	NKX2-8	NK2 homeobox 8	FALSE
209706_at	0.0164	0.00708	2.76	-3.76804	0.472	NKX3-1	NK3 homeobox 1	NKX3-1	NK3 homeobox 1	FALSE
207031_at	1.93e-05	4.63e-06	-4.87	3.18166	-0.322	NKX3-2	NK3 homeobox 2	NKX3-2	NK3 homeobox 2	FALSE
221366_at	0.788	0.707	0.377	-7.369985	0.0178	NKX6-1	NK6 homeobox 1	NKX6-1	NK6 homeobox 1	FALSE
235832_at	0.403	0.292	-1.06	-6.878429	-0.0513	NKX6-2	NK6 homeobox 2	NKX6-2	NK6 homeobox 2	FALSE
1552885_a_at	0.188	0.115	1.59	-6.182414	0.0749	NKX6-3	NK6 homeobox 3	NKX6-3	NK6 homeobox 3	FALSE
203867_s_at	5.68e-11	5.53e-12	-7.92	16.583539	-0.954	NLE1	notchless homolog 1	NLE1	notchless homolog 1	FALSE
205893_at	0.21	0.131	-1.52	-6.289027	-0.149	NLGN1	neuroligin 1	NLGN1	neuroligin 1	FALSE
1554428_s_at	0.036	0.0171	-2.43	-4.563905	-0.172	NLGN2	neuroligin 2	NLGN2	neuroligin 2	FALSE
219726_at	0.468	0.352	0.936	-7.002726	0.0449	NLGN3	neuroligin 3	NLGN3	neuroligin 3	FALSE
221933_at	0.693	0.591	0.539	-7.295494	0.121	NLGN4X	neuroligin 4, X-linked	NLGN4X	neuroligin 4 X-linked	FALSE
207703_at	0.00381	0.00142	-3.29	-2.284332	-0.354	NLGN4Y	neuroligin 4, Y-linked	NLGN4Y	neuroligin 4 Y-linked	FALSE
222590_s_at	3.42e-09	4.4e-10	-6.99	12.256313	-0.684	NLK	nemo like kinase	NLK	nemo like kinase	FALSE
225943_at	2.02e-25	1.59e-27	-15.6	52.170876	-1.49	NLN	neurolysin	NLN	neurolysin	FALSE
236295_s_at	8.96e-06	2.03e-06	5.08	3.982841	0.673	NLRC3	NLR family CARD domain containing 3	NLRC3	NLR family CARD domain containing 3	FALSE
1552553_a_at	3.42e-24	3.33e-26	14.9	49.145802	1.87	NLRC4	NLR family CARD domain containing 4	NLRC4	NLR family CARD domain containing 4	FALSE
226474_at	3.44e-07	6.16e-08	5.9	7.395007	0.946	NLRC5	NLR family CARD domain containing 5	NLRC5	NLR family CARD domain containing 5	FALSE
210113_s_at	8.73e-13	6.32e-14	8.85	21.015606	0.889	NLRP1	NLR family pyrin domain containing 1	NLRP1	NLR family pyrin domain containing 1	FALSE
1553534_at	0.726	0.63	0.483	-7.324226	0.0177	NLRP10	NLR family pyrin domain containing 10	NLRP10	NLR family pyrin domain containing 10	FALSE
1552531_a_at	0.0275	0.0127	-2.54	-4.293712	-0.306	NLRP11	NLR family pyrin domain containing 11	NLRP11	NLR family pyrin domain containing 11	FALSE
223944_at	1.85e-09	2.28e-10	7.13	12.90518	0.5	NLRP12	NLR family pyrin domain containing 12	NLRP12	NLR family pyrin domain containing 12	FALSE
1553525_at	0.8	0.723	-0.356	-7.377871	-0.0172	NLRP13	NLR family pyrin domain containing 13	NLRP13	NLR family pyrin domain containing 13	FALSE
1553523_at	0.592	0.479	-0.711	-7.187655	-0.0241	NLRP14	NLR family pyrin domain containing 14	NLRP14	NLR family pyrin domain containing 14	FALSE
221690_s_at	0.621	0.51	-0.662	-7.22158	-0.194	NLRP2	NLR family pyrin domain containing 2	NLRP2	NLR family pyrin domain containing 2	FALSE
234653_at	0.877	0.823	-0.225	-7.416042	-0.0106	NLRP2B	NLR family pyrin domain containing 2B	NLRP2B	NLR family pyrin domain containing 2B	FALSE
207075_at	1.13e-12	8.35e-14	8.79	20.739522	1.14	NLRP3	NLR family pyrin domain containing 3	NLRP3	NLR family pyrin domain containing 3	FALSE
242334_at	0.227	0.144	-1.47	-6.361137	-0.05	NLRP4	NLR family pyrin domain containing 4	NLRP4	NLR family pyrin domain containing 4	FALSE
1552405_at	0.39	0.28	-1.09	-6.850616	-0.0572	NLRP5	NLR family pyrin domain containing 5	NLRP5	NLR family pyrin domain containing 5	FALSE
1552932_at	0.442	0.328	0.984	-6.955905	0.0329	NLRP6	NLR family pyrin domain containing 6	NLRP6	NLR family pyrin domain containing 6	FALSE
237461_at	0.0297	0.0138	-2.51	-4.370992	-0.163	NLRP7	NLR family pyrin domain containing 7	NLRP7	NLR family pyrin domain containing 7	FALSE
1553526_at	0.575	0.461	0.74	-7.166341	0.0334	NLRP8	NLR family pyrin domain containing 8	NLRP8	NLR family pyrin domain containing 8	FALSE
1553527_at	0.949	0.925	0.095	-7.436986	0.0038	NLRP9	NLR family pyrin domain containing 9	NLRP9	NLR family pyrin domain containing 9	FALSE
1553695_a_at	0.000325	9.77e-05	-4.08	0.244792	-0.332	NLRX1	NLR family member X1	NLRX1	NLR family member X1	FALSE
205204_at	0.00647	0.00254	-3.1	-2.82573	-0.5	NMB	neuromedin B	NMB	neuromedin B	FALSE
207333_at	0.624	0.513	0.657	-7.224413	0.0204	NMBR	neuromedin B receptor	NMBR	neuromedin B receptor	FALSE
218036_x_at	1.08e-13	6.67e-15	-9.32	23.248941	-1.05	NMD3	NMD3 ribosome export adaptor	NMD3	NMD3 ribosome export adaptor	FALSE
201577_at	4.48e-30	1.26e-32	-18.5	63.839334	-1.97	NME1	NME/NM23 nucleoside diphosphate kinase 1	NME1	NME/NM23 nucleoside diphosphate kinase 1	FALSE
201268_at	2.1e-18	5.58e-20	-11.8	34.877867	-0.951	NME1-NME2///NME2	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2	NME2	NME/NM23 nucleoside diphosphate kinase 2	FALSE
204862_s_at	0.108	0.0599	1.91	-5.648319	0.187	NME3	NME/NM23 nucleoside diphosphate kinase 3	NME3	NME/NM23 nucleoside diphosphate kinase 3	FALSE
212739_s_at	2.09e-08	3.06e-09	-6.57	10.343581	-0.706	NME4	NME/NM23 nucleoside diphosphate kinase 4	NME4	NME/NM23 nucleoside diphosphate kinase 4	FALSE
206197_at	3.21e-09	4.1e-10	7.01	12.325109	1.39	NME5	NME/NM23 family member 5	NME5	NME/NM23 family member 5	FALSE
205851_at	0.0814	0.0432	2.05	-5.371526	0.162	NME6	NME/NM23 nucleoside diphosphate kinase 6	NME6	NME/NM23 nucleoside diphosphate kinase 6	FALSE
227556_at	0.0368	0.0175	-2.42	-4.584288	-0.46	NME7	NME/NM23 family member 7	NME7	NME/NM23 family member 7	FALSE
220384_at	0.00638	0.0025	3.11	-2.811063	0.134	NME8	NME/NM23 family member 8	NME8	NME/NM23 family member 8	FALSE
1562619_at	0.684	0.581	0.554	-7.2871	0.0198	NME9	NME/NM23 family member 9	NME9	NME/NM23 family member 9	FALSE
203964_at	0.295	0.198	1.3	-6.603074	0.119	NMI	N-myc and STAT interactor	NMI	N-myc and STAT interactor	FALSE
223692_at	0.18	0.109	-1.62	-6.141447	-0.155	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	FALSE
209755_at	0.114	0.0636	-1.88	-5.698279	-0.287	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	FALSE
228090_at	0.000727	0.000233	-3.83	-0.584128	-0.578	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	FALSE
223206_s_at	2.33e-06	4.78e-07	-5.42	5.391087	-0.537	NMRAL1	NmrA like redox sensor 1	NMRAL1	NmrA like redox sensor 1	FALSE
241418_at	3.86e-07	6.96e-08	-5.87	7.275681	-2.05	NMRAL1P1	NmrA like redox sensor 1 pseudogene 1	NMRAL2P	NmrA like redox sensor 2, pseudogene	FALSE
219147_s_at	0.000533	0.000166	3.93	-0.262844	0.542	NMRK1	nicotinamide riboside kinase 1	NMRK1	nicotinamide riboside kinase 1	FALSE
221051_s_at	0.552	0.437	0.781	-7.135486	0.0345	NMRK2	nicotinamide riboside kinase 2	NMRK2	nicotinamide riboside kinase 2	FALSE
201157_s_at	1.2e-10	1.23e-11	-7.75	15.788699	-0.632	NMT1	N-myristoyltransferase 1	NMT1	N-myristoyltransferase 1	FALSE
205006_s_at	1.31e-05	3.06e-06	4.97	3.584393	0.607	NMT2	N-myristoyltransferase 2	NMT2	N-myristoyltransferase 2	FALSE
206023_at	1.69e-13	1.08e-14	-9.22	22.773233	-2.81	NMU	neuromedin U	NMU	neuromedin U	FALSE
221383_at	0.623	0.512	0.658	-7.223881	0.0373	NMUR1	neuromedin U receptor 1	NMUR1	neuromedin U receptor 1	FALSE
224088_at	0.0267	0.0122	-2.56	-4.263098	-0.128	NMUR2	neuromedin U receptor 2	NMUR2	neuromedin U receptor 2	FALSE
204239_s_at	0.998	0.997	-0.00326	-7.441523	-0.000147	NNAT	neuronatin	NNAT	neuronatin	FALSE
202784_s_at	1.14e-09	1.37e-10	-7.24	13.407044	-1.13	NNT	nicotinamide nucleotide transhydrogenase	NNT	nicotinamide nucleotide transhydrogenase	FALSE
1558801_at	0.45	0.335	-0.969	-6.971152	-0.131	NNT-AS1	NNT antisense RNA 1	NNT-AS1	NNT antisense RNA 1	FALSE
223157_at	1.45e-08	2.07e-09	-6.65	10.730984	-0.543	NOA1	nitric oxide associated 1	NOA1	nitric oxide associated 1	FALSE
223018_at	2.72e-13	1.81e-14	-9.11	22.257916	-0.716	NOB1	NIN1/PSMD8 binding protein 1 homolog	NOB1	NIN1 (RPN12) binding protein 1 homolog	FALSE
234519_at	0.0407	0.0197	-2.37	-4.686229	-0.0967	NOBOX	NOBOX oogenesis homeobox	NOBOX	NOBOX oogenesis homeobox	FALSE
202115_s_at	1.02e-11	8.76e-13	-8.31	18.408	-0.67	NOC2L	NOC2 like nucleolar associated transcriptional repressor	NOC2L	NOC2 like nucleolar associated transcriptional repressor	FALSE
218889_at	2.02e-07	3.48e-08	-6.03	7.955505	-0.495	NOC3L	NOC3 like DNA replication regulator	NOC3L	NOC3 like DNA replication regulator	FALSE
218860_at	2e-06	4.05e-07	-5.46	5.553656	-0.4	NOC4L	nucleolar complex associated 4 homolog	NOC4L	nucleolar complex associated 4 homolog	FALSE
1554283_at	0.724	0.627	-0.487	-7.321981	-0.0554	NOCT	nocturnin	NOCT	nocturnin	FALSE
221073_s_at	5.32e-13	3.72e-14	8.96	21.542846	0.704	NOD1	nucleotide binding oligomerization domain containing 1	NOD1	nucleotide binding oligomerization domain containing 1	FALSE
220066_at	0.00726	0.00288	3.06	-2.943071	0.373	NOD2	nucleotide binding oligomerization domain containing 2	NOD2	nucleotide binding oligomerization domain containing 2	FALSE
220689_at	0.00219	0.000775	3.48	-1.718647	0.176	NODAL	nodal growth differentiation factor	NODAL	nodal growth differentiation factor	FALSE
231798_at	0.941	0.912	-0.11	-7.4354	-0.0114	NOG	noggin	NOG	noggin	FALSE
222684_s_at	2.62e-18	7.05e-20	-11.7	34.644946	-0.897	NOL10	nucleolar protein 10	NOL10	nucleolar protein 10	FALSE
221970_s_at	7.7e-16	3.27e-17	-10.4	28.536245	-0.793	NOL11	nucleolar protein 11	NOL11	nucleolar protein 11	FALSE
219324_at	0.122	0.0693	-1.84	-5.769879	-0.215	NOL12	nucleolar protein 12	NOL12	nucleolar protein 12	FALSE
221566_s_at	2.9e-06	6.05e-07	-5.37	5.161391	-0.664	NOL3	nucleolar protein 3	NOL3	nucleolar protein 3	FALSE
238605_at	0.0586	0.0298	2.21	-5.049883	0.0639	NOL4	nucleolar protein 4	NOL4	nucleolar protein 4	FALSE
225224_at	0.0116	0.00484	2.89	-3.420434	0.43	NOL4L	nucleolar protein 4 like	NOL4L	nucleolar protein 4 like	FALSE
222554_s_at	1.08e-07	1.78e-08	-6.18	8.61226	-0.502	NOL6	nucleolar protein 6	NOL6	nucleolar protein 6	FALSE
213838_at	2.41e-13	1.59e-14	9.14	22.388878	0.812	NOL7	nucleolar protein 7	NOL7	nucleolar protein 7	FALSE
218244_at	0.651	0.543	-0.61	-7.254169	-0.044	NOL8	nucleolar protein 8	NOL8	nucleolar protein 8	FALSE
1554082_a_at	3.63e-06	7.68e-07	-5.31	4.928773	-0.559	NOL9	nucleolar protein 9	NOL9	nucleolar protein 9	FALSE
205895_s_at	5.15e-10	5.85e-11	-7.42	14.248472	-0.997	NOLC1	nucleolar and coiled-body phosphoprotein 1	NOLC1	nucleolar and coiled-body phosphoprotein 1	FALSE
227161_at	6e-05	1.57e-05	-4.56	1.998927	-0.572	NOM1	nucleolar protein with MIF4G domain 1	NOM1	nucleolar protein with MIF4G domain 1	FALSE
242922_at	0.0211	0.0094	2.65	-4.025307	0.175	NOMO3	NODAL modulator 3	NOMO3	NODAL modulator 3	FALSE
208698_s_at	4.23e-14	2.43e-15	-9.53	24.251378	-1.22	NONO	non-POU domain containing, octamer-binding	NONO	non-POU domain containing octamer binding	FALSE
217962_at	0.303	0.205	1.28	-6.627705	0.105	NOP10	NOP10 ribonucleoprotein	NOP10	NOP10 ribonucleoprotein	FALSE
214661_s_at	0.000155	4.4e-05	-4.29	1.009444	-0.334	NOP14	NOP14 nucleolar protein	NOP14	NOP14 nucleolar protein	FALSE
214123_s_at	0.00229	0.000813	3.46	-1.764133	0.166	NOP14-AS1	NOP14 antisense RNA 1	NOP14-AS1	NOP14 antisense RNA 1	FALSE
203023_at	6.25e-06	1.38e-06	-5.17	4.357499	-0.66	NOP16	NOP16 nucleolar protein	NOP16	NOP16 nucleolar protein	FALSE
214427_at	2.78e-09	3.54e-10	-7.04	12.47203	-0.817	NOP2	NOP2 nucleolar protein	NOP2	NOP2 nucleolar protein	FALSE
223096_at	1.29e-05	3e-06	-4.98	3.604825	-0.4	NOP58	NOP58 ribonucleoprotein	NOP58	NOP58 ribonucleoprotein	FALSE
1555390_at	3.15e-08	4.75e-09	-6.47	9.9114	-0.344	NOP9	NOP9 nucleolar protein	NOP9	NOP9 nucleolar protein	FALSE
224597_at	0.0445	0.0218	2.33	-4.776216	0.17	NORAD	non-coding RNA activated by DNA damage	NORAD	non-coding RNA activated by DNA damage	FALSE
239132_at	0.00038	0.000115	4.03	0.085771	0.673	NOS1	nitric oxide synthase 1	NOS1	nitric oxide synthase 1	FALSE
215153_at	0.000388	0.000118	-4.02	0.064555	-0.31	NOS1AP	nitric oxide synthase 1 adaptor protein	NOS1AP	nitric oxide synthase 1 adaptor protein	FALSE
210037_s_at	0.0449	0.022	-2.33	-4.783675	-0.143	NOS2	nitric oxide synthase 2	NOS2	nitric oxide synthase 2	FALSE
205581_s_at	0.0474	0.0234	2.31	-4.839889	0.384	NOS3	nitric oxide synthase 3	NOS3	nitric oxide synthase 3	FALSE
217950_at	0.0636	0.0327	-2.17	-5.130815	-0.166	NOSIP	nitric oxide synthase interacting protein	NOSIP	nitric oxide synthase interacting protein	FALSE
226992_at	2.54e-39	8.81e-43	25.1	86.945607	3.63	NOSTRIN	nitric oxide synthase trafficking	NOSTRIN	nitric oxide synthase trafficking	FALSE
218902_at	0.101	0.0553	1.94	-5.58166	0.194	NOTCH1	notch 1	NOTCH1	notch receptor 1	FALSE
202443_x_at	0.0825	0.0439	2.04	-5.384537	0.21	NOTCH2	notch 2	NOTCH2	notch receptor 2	FALSE
214722_at	0.000567	0.000178	3.91	-0.328118	0.55	NOTCH2NL	notch 2 N-terminal like	NOTCH2NLA	notch 2 N-terminal like A	FALSE
